"","NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Note","Strain","Rank","Parent_name","Parent_NCBI_ID","Parent_rank","Attribute_type","Attribute_group","Score"
"11","438",NA,"","Acetobacter pasteurianus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter","434","genus","categorical","aerophilicity",1
"12","65959",NA,"","Acetobacter pomorum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter","434","genus","categorical","aerophilicity",1
"13","146476",NA,"","Acetobacter syzygii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter","434","genus","categorical","aerophilicity",1
"14","69473",NA,"","Acholeplasma vituli","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acholeplasma","2147","genus","categorical","aerophilicity",1
"15","1287736",NA,"","Achromobacter aegrifaciens","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter","222","genus","categorical","aerophilicity",1
"16","1389935",NA,"","Achromobacter animicus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter","222","genus","categorical","aerophilicity",1
"17","217204",NA,"","Achromobacter insolitus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter","222","genus","categorical","aerophilicity",1
"18","470868",NA,"","Achromobacter marplatensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter","222","genus","categorical","aerophilicity",1
"19","1389922",NA,"","Achromobacter mucicolens","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter","222","genus","categorical","aerophilicity",1
"20","72556",NA,"","Achromobacter piechaudii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter","222","genus","categorical","aerophilicity",1
"21","1389932",NA,"","Achromobacter pulmonis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter","222","genus","categorical","aerophilicity",1
"22","72557",NA,"","Achromobacter ruhlandii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter","222","genus","categorical","aerophilicity",1
"23","134375",NA,"","Achromobacter sp.","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter","222","genus","categorical","aerophilicity",1
"24","217203",NA,"","Achromobacter spanius","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter","222","genus","categorical","aerophilicity",1
"25","470868",NA,"","Achromobacter spiritinus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter","222","genus","categorical","aerophilicity",1
"26","762376",NA,"NC_014640, NC_014641, NC_014642","Achromobacter xylosoxidans A8","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Achromobacter xylosoxidans","85698","species","categorical","aerophilicity",1
"27","1078830",NA,"","Acidicapsa","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acidobacteriaceae","204434","family","categorical","aerophilicity",1
"28","53634",NA,"","Acidimicrobium","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acidimicrobiaceae","84994","family","categorical","aerophilicity",1
"29","522",NA,"","Acidiphilium","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acetobacteraceae","433","family","categorical","aerophilicity",1
"30","76588",NA,"","Acidiphilium acidophilum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidiphilium","522","genus","categorical","aerophilicity",1
"31","349163",NA,"NC_009467, NC_009468, NC_009469, NC_009470, NC_009471, NC_009472, NC_009473, NC_009474, NC_009484","Acidiphilium cryptum JF-5","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acidiphilium cryptum","524","species","categorical","aerophilicity",1
"32","926570",NA,"NC_015178, NC_015179, NC_015180, NC_015181, NC_015182, NC_015186, NC_015187, NC_015188, NC_015189","Acidiphilium multivorum AIU301","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acidiphilium multivorum","62140","species","categorical","aerophilicity",1
"33","1000999",NA,"","Acidipila","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acidobacteriaceae","204434","family","categorical","aerophilicity",1
"34","50714",NA,"","Acidisphaera","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acetobacteraceae","433","family","categorical","aerophilicity",1
"35","119977",NA,"","Acidithiobacillus","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acidithiobacillaceae","225058","family","categorical","aerophilicity",1
"36","380394",NA,"NC_011206","Acidithiobacillus ferrooxidans ATCC 53993","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acidithiobacillus ferrooxidans","920","species","categorical","aerophilicity",1
"37","930",NA,"","Acidithiobacillus thiooxidans","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidithiobacillus","119977","genus","categorical","aerophilicity",1
"38","240015",NA,"NC_012483","Acidobacterium capsulatum ATCC 51196","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acidobacterium capsulatum","33075","species","categorical","aerophilicity",1
"39","1198114",NA,"NC_015057, NC_015058, NC_015059, NC_015060, NC_015064, NC_015065","Acidobacterium sp. MP5ACTX9","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Granulicella tundricola","940615","species","categorical","aerophilicity",1
"40","50709",NA,"","Acidocella","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acetobacteraceae","433","family","categorical","aerophilicity",1
"41","34000",NA,"","Acidomonas","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acetobacteraceae","433","family","categorical","aerophilicity",1
"42","437",NA,"","Acidomonas methanolica","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidomonas","34000","genus","categorical","aerophilicity",1
"43","351607",NA,"NC_008578","Acidothermus cellulolyticus 11B","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acidothermus cellulolyticus","28049","species","categorical","aerophilicity",1
"44","12916",NA,"","Acidovorax","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Comamonadaceae","80864","family","categorical","aerophilicity",1
"45","78229",NA,"","Acidovorax anthurii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidovorax","12916","genus","categorical","aerophilicity",1
"46","643561",NA,"NC_015138","Acidovorax avenae subsp. avenae ATCC 19860","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acidovorax avenae","80867","species","categorical","aerophilicity",1
"47","397945",NA,"NC_008752","Acidovorax citrulli AAC00-1","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acidovorax citrulli","80869","species","categorical","aerophilicity",1
"48","86669",NA,"","Acidovorax defluvii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidovorax","12916","genus","categorical","aerophilicity",1
"49","47920",NA,"","Acidovorax delafieldii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidovorax","12916","genus","categorical","aerophilicity",1
"50","12917",NA,"","Acidovorax facilis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidovorax","12916","genus","categorical","aerophilicity",1
"51","32040",NA,"","Acidovorax konjaci","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidovorax","12916","genus","categorical","aerophilicity",1
"52","232721",NA,"NC_008765, NC_008766, NC_008782","Acidovorax sp. JS42","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"species","Acidovorax","12916","genus","categorical","aerophilicity",1
"53","80878",NA,"","Acidovorax temperans","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidovorax","12916","genus","categorical","aerophilicity",1
"54","187868",NA,"","Acidovorax valerianellae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidovorax","12916","genus","categorical","aerophilicity",1
"55","469",NA,"","Acinetobacter","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Moraxellaceae","468","family","categorical","aerophilicity",1
"56","1673609",NA,"","Acinetobacter albensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"57","470",NA,"","Acinetobacter baumannii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"58","480119",NA,"NC_011585, NC_011586","Acinetobacter baumannii AB0057","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acinetobacter baumannii","470","species","categorical","aerophilicity",1
"59","557600",NA,"NC_011595","Acinetobacter baumannii AB307-0294","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acinetobacter baumannii","470","species","categorical","aerophilicity",1
"60","405416",NA,"NC_010605, NC_010606, NC_010611","Acinetobacter baumannii ACICU","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acinetobacter baumannii","470","species","categorical","aerophilicity",1
"61","400667",NA,"NC_009083, NC_009084, NC_009085","Acinetobacter baumannii ATCC 17978","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acinetobacter baumannii","470","species","categorical","aerophilicity",1
"62","509173",NA,"NC_010401, NC_010402, NC_010403, NC_010404, NC_010410","Acinetobacter baumannii AYE","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acinetobacter baumannii","470","species","categorical","aerophilicity",1
"63","509170",NA,"NC_010395, NC_010396, NC_010398, NC_010400","Acinetobacter baumannii SDF","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acinetobacter baumannii","470","species","categorical","aerophilicity",1
"64","262668",NA,"","Acinetobacter beijerinckii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"65","106648",NA,"","Acinetobacter bereziniae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"66","1435036",NA,"","Acinetobacter bohemicus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"67","1219383",NA,"","Acinetobacter boissieri","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"68","202951",NA,"","Acinetobacter bouvetii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"69","396323",NA,"","Acinetobacter brisouii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"70","471",NA,"","Acinetobacter calcoaceticus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"71","1891224",NA,"","Acinetobacter celticus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"72","280147",NA,"","Acinetobacter courvalinii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"73","70348",NA,"","Acinetobacter dispersus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"74","70347",NA,"","Acinetobacter genomospecies 16","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"75","70348",NA,"","Acinetobacter genomospecies 17","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"76","28090",NA,"","Acinetobacter genomospecies 9","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"77","202952",NA,"","Acinetobacter gerneri","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"78","106649",NA,"","Acinetobacter guillouiae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"79","134534",NA,"","Acinetobacter gyllenbergii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"80","29430",NA,"","Acinetobacter haemolyticus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"81","1353941",NA,"","Acinetobacter harbinensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"82","756892",NA,"","Acinetobacter indicus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"83","40214",NA,"","Acinetobacter johnsonii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"84","40215",NA,"","Acinetobacter junii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"85","1226327",NA,"","Acinetobacter kookii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"86","595670",NA,"","Acinetobacter kyonggiensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"87","28090",NA,"","Acinetobacter lwoffii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"88","281375",NA,"","Acinetobacter marinus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"89","1776740",NA,"","Acinetobacter modestus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"90","1219382",NA,"","Acinetobacter nectaris","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"91","106654",NA,"","Acinetobacter nosocomialis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"92","742719",NA,"","Acinetobacter oryzae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"93","134533",NA,"","Acinetobacter parvus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"94","48296",NA,"","Acinetobacter pittii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"95","1776741",NA,"","Acinetobacter proteolyticus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"96","1096779",NA,"","Acinetobacter puyangensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"97","1262585",NA,"","Acinetobacter qingfengensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"98","40216",NA,"","Acinetobacter radioresistens","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"99","632955",NA,"","Acinetobacter rudis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"100","108981",NA,"","Acinetobacter schindleri","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"101","1530123",NA,"","Acinetobacter seifertii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"102","281376",NA,"","Acinetobacter seohaensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"103","487316",NA,"","Acinetobacter soli","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"104","472",NA,"","Acinetobacter sp.","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"105","62977",NA,"NC_005966","Acinetobacter sp. ADP1","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acinetobacter baylyi","202950","species","categorical","aerophilicity",1
"106","436717",NA,"NC_014259","Acinetobacter sp. DR1","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acinetobacter oleivorans","1148157","species","categorical","aerophilicity",1
"107","202954",NA,"","Acinetobacter tandoii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"108","202955",NA,"","Acinetobacter tjernbergiae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"109","202956",NA,"","Acinetobacter towneri","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"110","108980",NA,"","Acinetobacter ursingii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"111","70346",NA,"","Acinetobacter variabilis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"112","52133",NA,"","Acinetobacter venetianus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"113","1776742",NA,"","Acinetobacter vivianii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acinetobacter","469","genus","categorical","aerophilicity",1
"114","79912",NA,"","Actinoallomurus spadix","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinoallomurus","667113","genus","categorical","aerophilicity",1
"115","65496",NA,"","Actinoalloteichus","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Pseudonocardiaceae","2070","family","categorical","aerophilicity",1
"116","340345",NA,"","Actinoalloteichus hymeniacidonis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinoalloteichus","65496","genus","categorical","aerophilicity",1
"117","717",NA,"","Actinobacillus capsulatus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus","713","genus","categorical","aerophilicity",1
"118","718",NA,"","Actinobacillus equuli","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Actinobacillus","713","genus","categorical","aerophilicity",1
